text,appeal_to_authority,appeal_to_fear,bandwagon,black_white_fallacy,causal_oversimplification,doubt,exaggeration,flag_waving,loaded_language,name_calling,repetition,slogans,thought_terminating_cliche,whataboutism
demonizing people,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the biggest terror threat in this country is white men,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the absurdity,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Nah, it’s just CNN doing what CNN does… spewing more fake news for your viewing pleasure",0,0,0,0,0,1,0,0,0,0,0,0,0,0
thought it would be fun,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stop Demonizing People,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Talk about an absolute hypocrite,0,0,0,0,0,0,0,0,1,0,0,0,0,0
How can he contradict himself like that and not even bat an eyelid,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gotten incredible help along the way,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"We have to stop demonizing people and realize the biggest terror threat in this country is white men, most of them radicalized to the right, and we have to start doing something about them,” Lemon said. “There is no travel ban on them… there is no white guy ban",0,1,0,0,0,0,0,0,0,0,0,0,0,0
to demonize,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the biggest terror threat,0,0,0,0,0,0,1,0,0,0,0,0,0,0
demonizing,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Demonizing,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Don Lemon thinks things like this, are just fine, and wants these people in the US. He just doesn't want white men here",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"There, I said it",0,0,0,0,0,0,0,0,1,0,0,0,0,0
utterly insane,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good luck with that!,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"is “a progressive” who is “a part of the crazy, crazy, crazies",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"crazy, crazy, crazies",0,0,0,0,0,0,0,0,0,0,1,0,0,0
useful idiot,0,0,0,0,0,0,0,0,1,0,0,0,0,0
completely undercut,0,0,0,0,0,0,0,0,1,0,0,0,0,0
That’s not for them to know,0,0,0,0,0,0,0,0,0,0,0,0,1,0
to appeal to white guilt,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Good luck with that,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a lawful man,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Gillum is not a lawful man as he does not support the right to keep and bear arms, but rather considers Americans as criminals who need to prove their innocence before obtaining a gun",0,0,0,0,0,0,0,1,0,0,0,0,0,0
Florida gubernatorial candidate and George Soros-backed,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the utter racism of Smith,0,0,0,0,0,0,0,0,1,0,0,0,0,0
This is a f***ed up state,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It’s a cracker state,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cracks Racist Joke,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"how mean, nasty and evil they have been",0,0,0,0,0,0,0,0,1,0,0,0,0,0
that’s childish,0,0,0,0,0,0,0,0,1,0,0,0,1,0
and every person with dark skin on the planet,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kick them in the shins,0,0,0,0,0,0,0,0,1,0,0,0,0,0
What was even more amazing,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Crooked"" Hillary",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Clearly, she was speaking of all black people and not being specific to Holder or Booker as they look nothing alike",0,0,0,0,1,0,0,0,0,0,0,0,0,0
Disgusting,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Trump encouraged them to go out and vote Republican if they didn't want to be uttering the words ""Speaker Pelosi"" over the next two years",0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speaker Pelosi,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Trump's base is all that energized, it seems pretty energetic to me",0,0,0,0,0,0,0,0,1,0,0,0,0,0
have only furthered their outrage at the establishment,0,0,0,0,0,0,0,0,1,0,0,0,0,0
that's just my gut feeling,0,0,0,0,0,0,0,0,1,0,0,0,0,0
and rightly so,0,0,0,0,0,0,0,0,0,0,0,0,1,0
good people of Massachusetts do us all a favor and elect someone else in her place?,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The Senate's own rules prohibit this kind of behavior, but will the Senate hold these women to the standard they've set",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"This is a clear violation of the Senate Ethics rules which safeguard against the appearance or actuality of elected officials ‘cashing in’ on their official position for political purposes,” said Kendra Arnold, executive director of FACT",1,0,0,0,0,0,0,0,0,0,0,0,0,0
Could the good people of Massachusetts do us all a favor and elect someone else in her place,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Evil Doings Of Israel,0,0,0,0,0,0,0,0,0,0,1,0,0,0
They are rooted in bigotry toward a belief about what Muslims are stereotyped to believe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Evil Doings Of Israel,0,0,0,0,0,0,0,0,1,0,0,0,0,0
she will cruise to victory,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hypnotized,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Israel has hypnotized the world,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the evil doings of Israel,0,0,0,0,0,0,0,0,1,0,1,0,0,0
evil doings,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"She is a hijab-wearing, devout Muslim, and Islamic Jew-hatred is in the Quran",0,0,0,0,1,0,0,0,0,0,0,0,0,0
hateful views,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"but this is the way the Democrat leadership, and the Democrat base, thinks. They want candidates like Ilhan Omar. And they know they’ll win, because this is their base today",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Neither the Democrat leadership nor the Democrat base cares that she married her brother. She is a Muslim and a leftist, so she can further their identity politics. That’s all that matters to them",0,0,0,0,1,0,0,0,0,0,0,0,0,0
who masterminded the 1993 World Trade Center,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Fine. I don’t care if you go and do that, go ahead",0,0,0,0,0,0,0,0,0,0,0,0,1,0
There is more. Fox News also reported that Sinema “promoted events at Arizona State University featuring a lawyer convicted for aiding an Islamist terror organization and its leader,0,0,1,0,0,0,0,0,0,0,0,0,0,0
the Left hates America,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hysterical hyperbole,0,0,0,0,0,0,0,0,1,0,0,0,0,0
it’s just a reaction to the evil deeds of the U.S. and Israel,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ellison is attempting to do that same,0,0,1,0,0,0,0,0,0,0,0,0,0,0
You're a failure if you can't keep a man,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Murder and lying comes easy for white people,0,0,0,0,0,0,1,0,0,0,1,0,0,0
paralleled Jews with termites,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"I absolutely, unqualifiedly denounce and reject the views of Louis Farrakhan",0,0,0,0,0,0,1,0,0,0,0,0,0,0
his views and mine were absolutely incompatible,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"here's a still frame of Ellison just a few feet away from a man who has called on 10,000 blacks to stalk and murder white people",0,0,1,0,0,0,0,0,0,0,0,0,0,0
to pull an Obama,0,0,0,0,0,0,0,0,1,0,0,0,0,0
You’re a failure if you can’t keep a man,0,0,0,1,0,0,0,0,0,0,0,0,0,0
praised him,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Yeah, right, Hakim",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"absolutely, unqualifiedly denounce and reject",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"If you like down with dogs, you're going to get fleas",0,1,0,0,0,0,0,0,0,0,0,0,0,0
hopping-mad,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"put out their scorecard and for some, it will be eye-opening",0,0,0,0,0,0,0,0,1,0,0,0,0,0
The anti-gun Left,0,0,0,0,0,0,0,0,0,1,0,0,0,0
They are motivated to get to the polls this November. So it is crucial that you and your pro-gun friends get to the polls,0,1,0,0,0,0,0,0,0,0,0,0,0,0
riding on the line,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"an incredibly powerful, motivating issue in politics",0,0,0,0,0,0,1,0,0,0,0,0,0,0
up for grabs,0,0,0,0,0,0,0,0,1,0,0,0,0,0
an ace up our proverbial sleeve,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tlaib, of course, had nothing to say about the genocidal incitement against Jews and Israel that regularly features on Palestinian television",0,0,0,0,0,0,0,0,0,0,0,0,0,1
have been overwhelmingly elected,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"unfortunately, in reality neither one is worth celebrating",0,0,0,0,0,1,0,0,0,0,0,0,0,0
vendetta against,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"no country, not one",0,0,0,0,0,0,1,0,0,0,0,0,0,0
it doesn’t work,0,0,0,0,0,0,0,0,0,0,1,0,0,0
is even more hateful than Tlaib,0,0,0,0,0,0,1,0,0,0,0,0,0,0
she doubled down and attacked,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"You are a hateful sad man, I pray to Allah you get the help you need and find happiness",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"There is much, much worse about Omar",0,0,0,0,0,0,1,0,0,0,0,0,0,0
the increasing balkanization,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Forthrightly pro-America, pro-Israel candidates would stand little to no chance in either of their districts. And that is indicative of a much larger problem",0,1,0,0,0,0,0,0,0,0,0,0,0,0
triumphs of America’s “diversity,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"For me, U.S. aid should be leverage. I will be using my position in Congress so that no country, not one, should be able to get aid from the U.S. when they still promote that kind of injustice",0,0,0,0,0,0,0,1,0,0,0,0,0,0
a hateful sad man,0,0,0,0,0,0,0,0,0,1,0,0,0,0
extraordinary work,0,0,0,0,0,0,0,0,1,0,0,0,0,0
steadfastly ignored,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blatant MI6 Lies,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MI6 mouthpiece,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the most astonishing thing I have witnessed in my lifetime,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the greatest publisher of his age,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pathetically failed attempt,0,0,0,0,0,0,0,0,1,0,0,0,0,0
to curry favour,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"That supposedly great newspaper titles like the Guardian, New York Times and Washington Post are involved in the spreading of lies to damage Assange, and are seeking his imprisonment for publishing state secrets, is clear evidence that the idea of the “liberal media” no longer exists in the new plutocratic age. The press are not on the side of the people, they are an instrument of elite control",0,0,0,0,0,1,0,0,0,0,0,0,0,0
churn out its production line of fake documents,0,0,0,0,0,0,0,0,1,0,0,0,0,0
By a wonderful coincidence of timing,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unspecified “Russians,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the “Russians,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Previously Harding and the Guardian have published documents faked by the Moreno government regarding a diplomatic appointment to Russia for Assange of which he had no knowledge. Now they follow this up with more documents aimed to provide fictitious evidence to bolster Mueller’s pathetically failed attempt to substantiate the story that Russia deprived Hillary of the Presidency,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The right wing Ecuadorean government of President Moreno continues to churn out its production line of fake documents regarding Julian Assange, and channel them straight to MI6 mouthpiece Luke Harding of the Guardian",0,0,0,0,0,1,0,0,0,0,0,0,0,0
probably the world’s greatest expert on electronic surveillance,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I knew the US security services were conducting a fake investigation the moment it became clear that the FBI did not even themselves look at the DNC servers, instead accepting a report from the Clinton linked DNC “security consultants” Crowdstrike",0,0,0,0,0,1,0,0,0,0,0,0,0,0
this massive “Big Lie,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Assange never met Manafort. The DNC emails were downloaded by an insider. Assange never even considered fleeing to Russia. Those are the facts, and I am in a position to give you a personal assurance of them",0,0,0,0,1,0,0,0,0,0,0,0,0,0
the partisans of the defeated candidate,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a particularly obnoxious defeated candidate,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"I can also assure you that Luke Harding, the Guardian, Washington Post and New York Times have been publishing a stream of deliberate lies, in collusion with the security services",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"But to see the partisans of the defeated candidate (and a particularly obnoxious defeated candidate) manipulate the security services and the media to create an entirely false public perception, in order to attempt to overturn the result of the US Presidential election, is the most astonishing thing I have witnessed in my lifetime",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Plainly the government of Ecuador is releasing lies about Assange to curry favour with the security establishment of the USA and UK, and to damage Assange’s support prior to expelling him from the Embassy. He will then be extradited from London to the USA on charges of espionage",0,0,0,0,1,0,0,0,0,0,0,0,0,0
a whistleblower or a spy,0,0,0,0,0,0,0,0,0,1,0,0,0,0
and has done more to bring the crimes of governments to light than the mainstream media will ever be motivated to achieve,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the world’s greatest expert on electronic surveillance,0,0,0,0,0,0,0,0,0,1,0,0,0,0
But I fear that state control of propaganda may be such that this massive “Big Lie” will come to enter public consciousness in the same way as the non-existent Russian hack of the DNC servers,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Luke Harding, the Guardian, Washington Post and New York Times have been publishing a stream of deliberate lies, in collusion with the security services",0,0,0,0,0,1,0,0,0,0,0,0,0,0
to trigger,0,0,0,0,0,0,0,0,1,0,0,0,0,0
they are “normalizing and enabling Nazis” by supporting Rick Scott and Ron DeSantis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
just how evil and awful,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hypocritically toeing,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Childish, indeed. Insulting, indeed",0,0,0,0,0,0,0,0,1,0,0,0,0,0
rather extraordinarily,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Sorry Hillary, we don’t think they look anything alike. Or did you mean all black people",0,0,0,0,0,1,0,0,0,0,0,0,0,0
concludes so eloquently,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"As The American Mirror’s Kyle Olsen concludes so eloquently, Hillary Clinton appears to benefit from her progressive privilege – it is the only thing that protects her from getting the ‘Roseanne treatment’, and not being dismissed in disgrace",1,0,0,0,0,0,0,0,0,0,0,0,0,0
dismissed in disgrace,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Death to America”,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Death to America!” – America Is The “Great Satan,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Death to America,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Great Satan,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Victory Will Be Yours,0,0,0,0,0,0,0,0,0,0,0,1,0,0
America has never been a democracy,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Satan seeks to divide Muslims,0,0,0,0,0,0,0,0,1,0,0,0,0,0
he assimilates with,0,0,0,0,0,0,0,0,1,0,0,0,0,0
to “rush” the border,0,0,0,0,0,0,0,0,1,0,1,0,0,0
clustered around,0,0,0,0,0,0,0,0,1,0,0,0,0,0
caravan migrants,0,0,0,0,0,0,0,0,0,0,1,0,0,0
arduous trip,0,0,0,0,0,0,0,0,1,0,0,0,0,0
migrant caravan hea,0,0,0,0,0,0,0,0,0,0,1,0,0,0
We need people in our country,0,0,0,0,0,0,0,1,0,0,0,0,0,0
President Trump has initiated the military to protect our border from the invading migrants,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anyone who doubts this is an invasion only need look at the size of the caravan and those that make up the majority of those marching towards our border,0,1,0,0,0,0,0,0,0,0,0,0,0,0
will overtake the border,0,0,0,0,0,0,0,0,1,0,0,0,0,0
suppress them with brutal force,0,0,0,0,0,0,0,0,1,0,0,0,0,0
razor-sharp,0,0,0,0,0,0,0,0,1,0,0,0,0,0
beautiful sight,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"a part of the crazy, crazy, crazies",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"a “F***ed up,” “cracker state",0,0,0,0,0,0,0,0,0,1,0,0,0,0
that will never happen,0,0,0,0,0,0,0,0,0,0,1,0,0,0
a “cracker state,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"a “crazy, crazy,” Democrat",0,0,0,0,0,0,0,0,0,1,0,0,0,0
a Progressive,0,0,0,0,0,0,0,0,0,1,0,0,0,0
You whip ’em up,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"What we found in the Gillum campaign was just what we found in Missouri, Tennessee and Arizona, a candidate lying to the voters he needs to win the election",0,0,0,0,0,1,0,0,0,0,0,0,0,0
are f***ed up,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Omar Smith, who says he went to college with Gillum, reveals Gillum cannot fulfill his campaign promises even if he wanted to",1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whip up” the poor into a “frenzy,0,0,0,0,0,0,0,0,1,0,0,0,0,0
whip them up into a frenzy,0,0,0,0,0,0,0,0,1,0,0,0,0,0
whip ’em up,0,0,0,0,0,0,0,0,1,0,0,0,0,0
You have to appeal to white guilt,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gillum Makes Promises He Can’t Keep,0,0,0,0,0,1,0,0,0,0,0,0,0,0
You have to whip them up into a frenzy in order for them to vote,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the moderates,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gillum campaign makes promises it knows it can’t keep,0,0,0,0,0,1,0,0,0,0,0,0,0,0
reveals Gillum cannot fulfill his campaign promises even if he wanted to,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"When asked how Gillum would fund all the programs he says he wants to fund, Smith says Gillum “can’t",0,0,0,0,0,1,0,0,0,0,0,0,0,0
Smith explains that most of Gillum’s campaign promises could never be implemented,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"So, let’s go back to Mr. Gillum’s platform, right? Raise the corporate tax in Florida from 7 to 11 percent. That will never happen. Raise teacher’s pay to $50,000, that will never happen. Give me another position. Medicare for all, that will never happen",0,0,0,0,0,1,0,0,0,0,0,0,0,0
Whip up” the poor into a “frenzy in order for them to vote,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gillum’s fairy tale platform,0,0,0,0,0,0,0,0,0,1,0,0,0,0
whip” lower income individuals “into a frenzy,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"You whip ’em up. The poor, the middle income. You have to whip them up into a frenzy in order for them to vote",0,0,0,0,0,0,1,0,0,0,0,0,0,0
needs to appeal to “white guilt,0,0,0,0,0,0,0,0,1,0,0,0,0,0
be]cause that’s what it is,0,0,0,0,0,0,0,0,0,0,0,0,1,0
you are way out of left field,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"We don’t, do we have to let [the voters] know what the agenda is ahead of time? We can’t… We cannot… You alienate everybody",0,1,0,0,0,0,0,0,0,0,0,0,0,0
a part of the crazy crazy crazies,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gillum had to campaign on values he does not really believe,0,0,0,0,0,1,0,0,0,0,0,0,0,0
left of center,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"left, not left of center",0,0,0,0,0,0,0,0,0,1,0,0,0,0
the gun-toting people,0,0,0,0,0,0,0,0,0,1,0,0,0,0
But I don’t think he can say it just [be]cause he’s trying to get the moderates and the gun-toting people in North Florida,0,0,0,0,0,1,0,0,0,0,0,0,0,0
whip them up,0,0,0,0,0,0,0,0,0,0,1,0,0,0
a progressive,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"a ""F***ed up,"" ""cracker state",0,0,0,0,0,0,0,0,0,0,1,0,0,0
The rules in Florida are f***ed up,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"if Gillum is elected, none of the things outlined in his platform would happen. He says that “that’s not for [voters] to know",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Not for voters to know"" programs won't happen",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"You whip 'em up. The poor, the middle income. You have to whip them up into a frenzy in order for them to vote",0,0,0,0,0,0,1,0,0,0,0,0,0,0
a f***ed up ass state,0,0,0,0,0,0,0,0,0,0,1,0,0,0
a cracker state,0,0,0,0,0,0,0,0,0,0,1,0,0,0
wall-to-wall coverage in the media eviscerating Gilllum,0,0,0,0,0,0,0,0,1,0,0,0,0,0
white voters,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"if Gillum is elected, none of the things outlined in his platform would happen",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"a ""F***ed up"" ""cracker state",0,0,0,0,0,0,0,0,1,0,0,0,0,0
He’ll be back,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Say, ‘Hola’ To Trump’s RAZOR Wire",0,0,0,0,0,0,0,0,1,0,0,0,0,0
migrants taunting security forces,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the border-crashers,0,0,0,0,0,0,0,0,0,1,0,0,0,0
no climbers anymore under our Administration,0,0,0,0,0,0,0,0,0,0,0,1,0,0
They couldn’t have been more wrong,0,0,0,0,0,0,1,0,0,0,0,0,0,0
knocked out,0,0,0,0,0,0,0,0,1,0,0,0,0,0
border-crashers,0,0,0,0,0,0,0,0,1,0,0,0,0,0
By the way,0,0,0,0,0,0,0,0,0,0,0,0,1,0
No evidence of fraud in #FloridaElection,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Why she wasn't fired a long time ago is beyond anyone's ability to answer, but Broward County election supervisor Brenda Snipes has resigned amid what is clearly voter fraud that she oversaw",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"full of botched elections, legal disputes and blistering criticism",0,0,0,0,0,0,0,0,1,0,0,0,0,0
passion and honor,0,0,0,0,0,0,0,0,1,0,0,0,0,0
She should be ready for prison bars after the fiasco she has created,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Now that federal prosecutors have gotten involved, perhaps it's time to quit talking about it and actually arrest this woman and charge her with crimes against the people of Broward County before more people end up dead in Broward County over their corrupt voting practices",0,0,0,0,0,0,0,1,0,0,0,0,0,0
tumultuous election,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"a county whose supervisor of elections has a history of losing ballots and breaking laws by allowing illegal immigrants and felons to vote, as well as illegally destroying ballots",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"She ignored a court order, mixed invalid provisional ballots in with valid ones, and destroyed ballots, but don't worry, a Democrat attorney says that doing so has nothing to do with fraud or corruption",0,0,0,0,0,1,0,0,0,0,0,0,0,0
what appears to be voter fraud and election meddling and manipulation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
migrant caravan,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GOP wants to Florida and Georgia stolen,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Some people point to Brenda Snipes, Broward’s Elections chief, for her troubling history of election transgressions",0,0,0,0,0,1,0,0,0,0,0,0,0,0
Democratic ineptitude or deception,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"It looks like Democrats may have hurt their own interests by misleading their voters. They may have believed that they were supplying the correct information, but they still should not have altered official documents without verifying that they were right, which they weren’t",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bradley McVay, DOS interim general counsel, asked attorneys in Florida to investigate the conflicting dates. “Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter, sent on Nov. 9 and publicly released on Tuesday",1,0,0,0,0,0,0,0,0,0,0,0,0,0
This is a disgrace,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Have you ever heard of a close election in which a recount and “found” ballots gave the Republican victory,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Every vote must be counted,0,0,0,0,0,0,0,0,0,0,0,0,1,0
back in play,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mayor Gillum conceded on Election Day and now Broward County has put him ‘back in play.’ Bill Nelson conceded Election — now he’s back in play,0,0,0,0,0,1,0,0,0,0,0,0,0,0
This massive Democrat voter fraud could be the end of our free republic,0,1,0,0,0,0,0,0,0,0,0,0,0,0
This is an embarrassment to our County and to Democracy,0,0,0,0,0,0,0,1,0,0,0,0,0,0
It is high time,0,0,0,0,0,0,0,0,1,0,0,0,0,0
on a massive scale,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the Democrats are likewise working feverishly to overturn the will of the people,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"They are insane in their lust for power, and will destroy even our democratic system to get it",0,0,0,0,0,0,1,0,0,0,0,0,0,0
Republicans have pointed to embattled Broward Elections chief Brenda Snipes’ record of past election gaffes in arguing that the largely Democratic country is tilted against them — perhaps fraudulently so,0,0,0,0,0,1,0,0,0,0,0,0,0,0
embattled Broward Elections chief Brenda Snipes,0,0,0,0,0,0,0,0,0,1,0,0,0,0
past election gaffes,0,0,0,0,0,0,0,0,1,0,0,0,0,0
point the finger,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The information was sent on Nov. 9 by Bradley McVay, DOS’ interim general counsel, who asked that the altered dates be investigated. “Altering a form in a manner that provides the incorrect date for a voter to cure a defect … imposes a burden on the voter significant enough to frustrate the voter’s ability to vote,” McVay wrote in a letter that was sent Nov. 9 and released publicly on Tuesday",1,0,0,0,0,0,0,0,0,0,0,0,0,0
a pro-jihad Marxist Democrat,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a bigger problem is the fact they actually changed one of the DOE forms,0,0,0,0,0,0,0,0,0,0,0,0,0,1
the migrant caravan,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Climb Atop Fencing Effortlessly,0,0,0,0,0,0,0,0,1,0,0,0,0,0
climbing effortlessly,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The Guardian, an otherwise solid and reliable paper, has such a pervasive and unprofessionally personal hatred for Julian Assange that it has frequently dispensed with all journalistic standards in order to malign him",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"the man who led Britain, on false pretences, into the largest crime against humanity in living memory – the attack on Iraq",0,0,0,0,0,0,0,0,0,1,0,0,0,0
demonising,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aggressively exploited,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"According to Greenwald: “If Paul Manafort … visited Assange at the Embassy, there would be ample amounts of video and other photographic proof demonstrating that this happened. The Guardian provides none of that",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"It appears the Guardian has simply taken this story, provided by spooks, at face value. Even if it later turns out that Manafort did visit Assange, the Guardian clearly had no compelling evidence for its claims when it published them. That is profoundly irresponsible journalism – fake news – that should be of the gravest concern to readers",0,0,0,0,0,1,0,0,0,0,0,0,0,0
especial venom,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a platform overrun by Russian trolls,0,0,0,0,0,0,0,0,0,1,0,0,0,0
profoundly irresponsible journalism – fake news – that should be of the gravest concern to readers,0,0,0,0,0,0,0,0,0,1,0,0,0,0
apparently because maintenance of the Guardian’s reputation is more important than Assange’s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"a high-level, Washington-based think-tank founded to drum up support for NATO and justify its imperialist agenda",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Its job is to shore up a consensus on the left for attacks on leading threats to the existing, neoliberal order",0,0,0,0,1,0,0,0,0,0,0,0,0,0
vilification,0,0,0,0,0,0,0,0,1,0,0,0,0,0
long-running vilification,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Donald Trump’s disgraced former campaign manager,0,0,0,0,0,0,0,0,0,1,0,0,0,0
is so full of holes that even hardened opponents of Assange in the corporate media are struggling to stand by it,0,0,0,0,0,0,1,0,0,0,0,0,0,0
